FS - result of full search for any attachments reference in (), needs manual editing
RP - will repeat search, file probably moved already
OK - reference updated and file moved
NO - matched in 1st loop, no match in 2nd, needs manual editing
OK {'file': 'build-api.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\apidocs\\\\', 'line No.': 20, 'match': 'attachments/deploy-api/api-model.png)', 'newInsert': '/attachments/apidocs-mxsdk/apidocs/build-api/api-model.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/apidocs/build-api/api-model.png'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 265, 'match': 'attachments/15466739/18582227.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582227.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582227.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 281, 'match': 'attachments/15466739/18582228.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582228.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582228.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 296, 'match': 'attachments/15466739/16842849.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16842849.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16842849.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 313, 'match': 'attachments/15466739/18582230.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582230.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582230.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 328, 'match': 'attachments/15466739/16844080.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16844080.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16844080.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 345, 'match': 'attachments/15466739/18582238.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582238.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/18582238.svg'}
OK {'file': 'microflows-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 362, 'match': 'attachments/15466739/16844082.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16844082.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/microflows-metamodel/16844082.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 13, 'match': 'attachments/15466567/18582251.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582251.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582251.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 28, 'match': 'attachments/15466567/18582250.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582250.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582250.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 47, 'match': 'attachments/15466567/18582219.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582219.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582219.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 65, 'match': 'attachments/15466567/18582258.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582258.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582258.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 75, 'match': 'attachments/15466567/18582311.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582311.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582311.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 103, 'match': 'attachments/15466567/18582293.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582293.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582293.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 127, 'match': 'attachments/15466567/18582297.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582297.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582297.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 140, 'match': 'attachments/15466567/18582314.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582314.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582314.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 155, 'match': 'attachments/15466567/18582317.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582317.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582317.svg'}
OK {'file': 'pages-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 169, 'match': 'attachments/15466567/18582318.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582318.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/pages-metamodel/18582318.svg'}
OK {'file': 'projects-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 14, 'match': 'attachments/16057002/16842800.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/16842800.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/16842800.svg'}
OK {'file': 'projects-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 29, 'match': 'attachments/16057002/16842801.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/16842801.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/16842801.svg'}
OK {'file': 'projects-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 46, 'match': 'attachments/16057002/18582255.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/18582255.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/18582255.svg'}
OK {'file': 'projects-metamodel.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-refguide\\understanding-the-metamodel\\', 'line No.': 61, 'match': 'attachments/16057002/18582254.svg)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/18582254.svg)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-refguide/understanding-the-metamodel/projects-metamodel/18582254.svg'}
OK {'file': 'sdk-intro.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 19, 'match': 'attachments/sdk-intro/sdk-diagram.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-intro/sdk-diagram.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-intro/sdk-diagram.png'}
OK {'file': 'sdk-intro.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 40, 'match': 'attachments/16714511/16844116.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844116.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844116.png'}
OK {'file': 'sdk-intro.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 48, 'match': 'attachments/16714511/16844117.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844117.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844117.png'}
OK {'file': 'sdk-intro.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 56, 'match': 'attachments/16714511/16844114.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844114.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844114.png'}
OK {'file': 'sdk-intro.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 64, 'match': 'attachments/16714511/16844115.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844115.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-intro/16844115.png'}
RP {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 14, 'match': 'attachments/16714511/16844116.png)'}
RP {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 26, 'match': 'attachments/16714511/16844117.png)'}
RP {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 38, 'match': 'attachments/16714511/16844114.png)'}
RP {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 50, 'match': 'attachments/16714511/16844115.png)'}
OK {'file': 'setup-your-pat.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\sdk-howtos\\', 'line No.': 24, 'match': 'attachments/sdk-intro/personal-access-token.png)', 'newInsert': '/attachments/apidocs-mxsdk/mxsdk/sdk-howtos/setup-your-pat/personal-access-token.png)', 'newPath': 'C:/Users/Natasa.Kralj/Documents/docs/local-development/static/attachments/apidocs-mxsdk/mxsdk/sdk-howtos/setup-your-pat/personal-access-token.png'}
NO {'file': '_index.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\apidocs\\\\deploy-api\\', 'line No.': 21, 'match': 'attachments/deploy-api/api-model.png)'}
OK {'file': '_index.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\apidocs\\\\deploy-api\\', 'line No.': 21, 'match': 'attachments/deploy-api/api-model.png)'}
NO {'file': '_index.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\apidocs\\\\deploy-api\\', 'line No.': 21, 'match': 'attachments/deploy-api/api-model.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 14, 'match': 'attachments/16714511/16844116.png)'}
OK {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 14, 'match': 'attachments/16714511/16844116.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 14, 'match': 'attachments/16714511/16844116.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 26, 'match': 'attachments/16714511/16844117.png)'}
OK {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 26, 'match': 'attachments/16714511/16844117.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 26, 'match': 'attachments/16714511/16844117.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 38, 'match': 'attachments/16714511/16844114.png)'}
OK {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 38, 'match': 'attachments/16714511/16844114.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 38, 'match': 'attachments/16714511/16844114.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 50, 'match': 'attachments/16714511/16844115.png)'}
OK {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 50, 'match': 'attachments/16714511/16844115.png)'}
NO {'file': 'sdk-use-cases.md', 'path': 'C:\\Users\\Natasa.Kralj\\Documents\\docs\\local-development\\content\\en\\docs\\apidocs-mxsdk\\mxsdk\\\\', 'line No.': 50, 'match': 'attachments/16714511/16844115.png)'}
